serial,description,meter,historical_matches
81726,SMOOTH ROLLER,521.0,1
82-0002,PUMP,N/A,1
82-0003,"4"" TRASH PUMP",N/A,1
82-0067,RYAN PUMP STAND,N/A,1
82-0129,"""6 PUMP",1256.9,1
82-101200,PUMP STAND,N/A,1
82-10199,2012 GENERIC PUMP STAND,N/A,2
82-10400,PIPE STAND,N/A,1
82-10774,ROLLER,2740,1
82-11197,2017 TSURUMI KTZ45 PUMP,N/A,1
82-11521,WATER PUMP,N/A,1
82-12069,"3"" PUMP",N/A,1
82-12070,"GRINDEX 3"" PUMP",N/A,1
82-12502,"2019 GRINDEX 3"" PUMP",447.0,2
82-125031,"3"" PUMP",N/A,1
82-12506,"2019 GRINDEX 3"" PUMP",377,1
82-12507,"3"" PUMP",N/A,1
82-12508,"3"" PUMP",N/A,1
82-12910,2020 GRINDEX MINOR N 460 3P,N/A,1
82-12911,2020 GRINDEX MINOR N 460 3P,N/A,2
82-13597,374 PARTS,N/A,1
82-7756,2008 GORMAM-RUPP PAC-60 PUMP,N/A,2
82-9554,2010 GORMAN-RUPP PAC-60 PUMP,N/A,4
82-9775,2011 GORMAN-RUPP PA6C60,N/A,2
820-005,LEE JENSEN PLATE,N/A,1
820-094,LEE JENSEN PLATE,N/A,1
820-131,LEE JENSEN PLATE,N/A,1
8210,WATER TRUCK,N/A,1
831057,SMOOTH DRUM ROLLER,182,1
83771,FORKS,N/A,1
84-0574,HITACHI 300,316.0,2
84-9609,RYAN LUBE SKID LUBE SKID,N/A,1
840180,HITACHI ZX300,N/A,1
85456,JOHN DEERE 700L DOZER,258.0,1
86-12429,DEF TRANSFER TOTE,N/A,1
861006,BOMAG BW SMOOTH DRUM ROLLER,1023.7,1
86304,BUCKET,N/A,1
86304 (RENTAL),VOLVO L90 LOADER W/ BUCKET & FORKS,5.9,1
86X00667,CATERPILLAR 825C,14261.1,1
87 11782,BKT,N/A,1
87 12653,CAT 299D SKID STEER BROOM,N/A,1
87 12819,CAT 299D FORKS,N/A,1
87 13744,CAT 299D SKID STEER BKT,N/A,1
87- 13068,"2021 JOHN DEERE 48"" 8800#ADJ FORKS",N/A,1
87- 13671,"2021 JOHN DEERE 333GX 84"" GP BKT",N/A,3
87-0020,RIPER,N/A,1
87-0110,"CENTRAL FAB 315 12"" BKT",N/A,4
87-10105,BUCKET,N/A,1
87-10115,"2011 CATERPILLAR 345DL 72""",N/A,2
87-10168,2012 CENTRAL FAB 72 TBD 325,N/A,3
87-10218,"2012 CATERPILLAR 24"" 316",N/A,1
87-10219,"2012 CATERPILLAR 60"" TILT",N/A,1
87-10405,"CATTERPILLAR 28"" 324/325 BKT",N/A,2
87-10477,"CATERPILLAR 324E 54"" BKT",N/A,9
87-10573,"2014 CATERPILLAR 282-2824 324 72"" TLT",N/A,4
87-10575,"2014 CATERPILLAR 24"" 316 GP BKT",N/A,2
87-10576,"2014 CATERPILLAR 60"" TILT 316 BKT",N/A,1
87-10650,FORKS,N/A,8
87-10830,"CATERPILLAR 324/325 54"" GP BKT",N/A,5
87-10851,FORKS,N/A,3
87-11053,"2015 CENTRAL FAB GP-5.0 CY 84""",N/A,3
87-11104,BUCKET,N/A,7
87-111834,BUCKET,N/A,1
87-11193,2014 CATERPILLAR BA118C SWEEPER,N/A,7
87-11214,FORKS,N/A,3
87-11215,2016 CATERPILLAR 289D GP BKT 289,N/A,33
87-11226,2016 CATERPILLAR 316F GP BKT,N/A,10
87-11228,2016 CATERPILLAR 326F GP BKT,N/A,12
87-11234,"2016 CATERPILLAR 316F 48"" BKT",N/A,10
87-11235,BUCKET,N/A,3
87-11237,BUCKET,N/A,1
87-11238,2015 ARTIC PLOW 10LP SNOW PUSHER,N/A,1
87-11342,"2016 CATERPILLAR GP-5.0 CY 80"" (TB)",N/A,5
87-11369,"2016 CATERPILLAR 289D 46"" ADJ FORKS",N/A,15
87-11428,GRADER ATTACHMENT,N/A,1
87-11499,"CAT 326 54"" BUCKET",N/A,3
87-11503,BUCKET,N/A,3
87-11509,BUCKET,N/A,1
87-11511,BUCKET,N/A,4
87-11513,BUCKET,N/A,7
87-11515,BUCKET,N/A,19
87-11516,"2017 CATERPILLAR 326FATERPILLAR 326F 36""BKT(CB)",N/A,3
87-11517,"2017 CATERPILLAR 326F 72"" TILT BKT",N/A,5
87-115172,BUCKET,N/A,1
87-11519,"2017 CATERPILLAR 326F 54"" BKT (CB)",N/A,5
87-11533,"BRADCO 48"" FORKS",N/A,10
87-11561,CATERPILLAR RIPPER,N/A,2
87-11564,CATERPILLAR RIPPER,N/A,2
87-11567,FORKS,N/A,8
87-11568,"BRADCO 48"" FORKS",N/A,24
87-11569,"BRADCO 48"" FORKS",N/A,2
87-11571,FORKS,N/A,22
87-11572,FORKS,N/A,25
87-11596,RIPPER,N/A,4
87-11604,CAT RIPPER,N/A,2
87-11609,CATERPILLAR 938M 3.8 CY CP BKT,N/A,14
87-11610,"CATERPILLAR 938M 84"" FORKS",N/A,16
87-11670,2017 JOHN DEERE BR84,N/A,4
87-11748,BUCKET,N/A,1
87-11750,BUCKET,N/A,4
87-11752,BUCKET,N/A,5
87-11760,RIPPER ATTACHMENT,N/A,3
87-11774,"2018 CATERPILLAR 326F 54"" 2.0CY",N/A,1
87-11776,ATTACHMENT,N/A,2
87-11778,"2016 CATERPILLAR 326F 54"" 2.0CY BKT",N/A,30
87-11779,BUCKET,N/A,3
87-11780,"CATERPILLAR 324E 54"" BKT",N/A,1
87-11782,"2018 CATERPILLAR 326F 54"" 2.0CY BKT",N/A,10
87-11783,"2018 CATERPILLAR 326F 24"" .68CY BKT",N/A,1
87-11788,"2018 CATERPILLAR 352F 80"" 5.0 CY BKT",N/A,10
87-11793,BUCKET,N/A,6
87-11799,2017 JOHN DEER BR84,N/A,3
87-11823,2018 CATERPILLAR D5K MS RIPPER,N/A,6
87-11826,"2018 CATERPILLAR 349F 72"" GP BKT",N/A,7
87-11830,"2018 352 F 80"" 5.0CY BKT",N/A,2
87-11833,"2018 CATERPILLAR 352F 80"" 5.0CY BKT",N/A,1
87-11834,"2018 CATERPILLAR 352F74"" 4.04CY BKT",N/A,6
87-11836,FORKS,N/A,1
87-11837,"2018 BRADCO 48"" FORKS 6000# RIC",N/A,18
87-11838,"2018 BRADCO 48"" FORKS 6000# RIC",N/A,28
87-11839,"2018 BRADCO 48"" FORKS 6000#",N/A,19
87-11840,"2018 BRADCO 48"" FORKS 6000#",N/A,8
87-11841,"2018 BRADCO 48"" FORKS 6000# RIC",N/A,6
87-11870,"2018 CENTRAL FAB CAT 374F 90"" 6.",N/A,2
87-12030,2009 RYAN 8X30X1,N/A,1
87-12073,2018 CATERPILLAR FKSSSL48,N/A,2
87-12114,"2021 JOHN DEERE 48"" 8800 ADJ FORKS",N/A,1
87-12153,"2019 MTS 352F 80"" 5.0CY BKT",N/A,5
87-12155,"2019 CATERPILLAR 326F 54"" 2.0CY BKT",N/A,17
87-12156,ATTACHMENT,N/A,3
87-12159,"2019 CATERPILLAR 326F 72"" 1.50CY TILT",N/A,4
87-12161,BUCKET,N/A,6
87-12163,"2019 CATERPILLAR 299D 86"" GP BKT",N/A,6
87-12165,326 TILT BUCKET,N/A,1
87-12184,CATERPILLAR 966H 5.25CY GP BKT,N/A,1
87-12185,CATERPILLAR 966H ADJ FORKS,N/A,5
87-12187,"CATERPILLAR CS56 84"" SHELL KIT",N/A,1
87-12197,BUCKET,N/A,8
87-12198,"CATERPILLAR 938M 72"" ADJ FORKS",N/A,8
87-1222,COMPACTOR PLATE,N/A,1
87-122230,ATTACHMENT,N/A,1
87-12227,BUCKET,N/A,1
87-12228,BUCKET,N/A,30
87-12229,BUCKET,N/A,32
87-12230,BUCKET,N/A,35
87-12233,"2019 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,9
87-12234,FORKS,N/A,5
87-12243,2017 CATERPILLAR 938M 3.5CY GP BKT,N/A,1
87-12244,"2017 CATERPILLAR 938M 73"" ADJ FORKS",N/A,1
87-12271,BUCKET,N/A,4
87-12293,2017 CATERPILLAR 938M 3.5CY GP BKT,N/A,23
87-12294,"2017 CATERPILLAR 938M 73"" ADJ FORKS",N/A,23
87-12295,FORKS,N/A,2
87-12372,2019/Caterpillar/D5K MS Ripper,N/A,3
87-12433,"2014 CENTRAL FAB 374 CF 90"" 6.0CY",N/A,6
87-12510,"2019 CATERPILLAR 3360 72"" BKT",N/A,11
87-12653,2019 JOHN DEERE BR84C,N/A,17
87-12667,BUCKET,N/A,17
87-12669,"2020 CATERPILLAR 299D 86"" GP BKT",N/A,22
87-1267,FORKS,N/A,1
87-12671,"2020 CATERPILLAR 299D 86"" GP BKT",N/A,4
87-12673,"2020 CATERPILLAR 299D 86"" GP BKT",N/A,35
87-12675,"2020 CATERPILLAR 299D 86"" GP BKT",N/A,23
87-12685,2019 CATERPILLAR 980M 7.5CY GP BKT,N/A,3
87-12686,"2019 CATERPILLAR 980M 72"" ADJ FORKS",N/A,2
87-12688,"2017 CATERPILLAR 938M 3.8"" BKT",N/A,13
87-12689,"2017 CATERPILLAR 938M 72"" ADJ FORKS",N/A,15
87-12700,BUCKET,N/A,1
87-12701,"2020 CATERPILLAR 316F 60"" BKT (CB)",N/A,6
87-12702,"2020 CATERPILLAR 326 72"" TILT BKT CB",N/A,1
87-12708,"2016 CATERPILLAR 316F 48"" 1.4CY BKT",N/A,5
87-12709,BUCKET,N/A,4
87-12710,"2020 CATERRPILLAR 316F 24"" .55CY BKT",N/A,4
87-12712,"2020 CATERPILLAR 308 24"" .30CY HD BKT",N/A,28
87-12713,"2020 CATERPILLAR 308 36"" .51CY HD BKT",N/A,33
87-12714,"2020 CATERPILLAR 308 48"" Ditching BKT",N/A,34
87-12718,BUCKET,N/A,1
87-12729,CAT 349 BUCKET,N/A,1
87-12738,"2020 CATERPILLAR 336 72"" BKT",N/A,10
87-12747,BUCKET,N/A,1
87-12748,2019 HOLMS SH350,N/A,5
87-12816,"2020 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,26
87-12817,FORKS,N/A,2
87-12819,"2020 JOHN DEERE 48"" 8800#ADJ FORKS",N/A,14
87-12820,"2020 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,20
87-12836,CATERPILLAR D9 BLADE,N/A,1
87-12931,"CATERPILLAR 316 30"" GP BKT",N/A,8
87-1294,FORKS,N/A,1
87-12977,BUCKET,N/A,12
87-13032,SWEEPSTER 6-BROOM,N/A,17
87-13055,SNOW PUSHER,N/A,2
87-13056,SNOW PUSHER,N/A,3
87-13057,SNOW PUSHER,N/A,3
87-13058,SNOW PUSHER,N/A,2
87-13059,SNOW PUSHER,N/A,2
87-13063,"2020 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,3
87-13064,SNOW PUSHER,N/A,1
87-13068,"2020 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,36
87-13069,2020 CATERPILLAR GB124,N/A,1
87-13102,BUCKET,N/A,1
87-13103,2021 CATERPILLAR GB124,N/A,6
87-13105,ATTACHMENT,N/A,3
87-13106,"2021 CATERPILLAR 299D 86"" GP BKT",N/A,13
87-13107,2021 CATERPILLAR GB124,N/A,14
87-13108,"2021 JOHN DEERE 333GX 48"" HD BKT",N/A,23
87-13110,"2021 CATERPILLAR 299D 86"" GP BKT",N/A,5
87-13111,"2021 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,23
87-13113,"2021 CATERPILLAR 299D 86"" GP BKT",N/A,16
87-13114,"2021 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,29
87-13116,BUCKET,N/A,8
87-13117,"2021 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,22
87-13121,CAT FORKLIFT,6219,4
87-13126,ROLLER ATTACHMENT,N/A,1
87-13131,"2021 CATERPILLAR 316F 48"" 1.4CY BKT",N/A,25
87-13132,"2021 CATERPILLAR 316F 60"" TILT BKT",N/A,1
87-13133,"2021 CATERPILLAR 316F 30"" .76CY BKT",N/A,9
87-13134,"2021 CATERPILLAR 316F 60"" 1.2CY DTCH DITCH BKT",N/A,7
87-13136,2021 CATERPILLAR CVP75,N/A,2
87-131365,2021 CATERPILLAR CVP75,N/A,1
87-13138,2022 PALM 80LP,N/A,1
87-13148,2020 LAND PRIDE AP-TR48,N/A,4
87-13160,"CATERPILLAR 963D 72"" ADJ FORKS",N/A,2
87-13166,SKIDSTEER BUCKET,N/A,1
87-13167,2008 CATERPILLAR 963D GP BKT,N/A,6
87-13242,BUCKET,N/A,1
87-13245,2019 CATERPILLAR 938M 3.2CY GP BKT,N/A,8
87-13246,"CATERPILLAR 938M 72"" ADJ FORKS",N/A,10
87-13249,RIPPER,N/A,1
87-13260,2021 CATERPILLAR D3/D5K RIPPER,N/A,1
87-13268,2017 CATERPILLAR CVP-40,N/A,12
87-13295,FORKS,N/A,1
87-13346,PIERCE PACIFIC MFG LR360C,N/A,4
87-13347,PIERCE PACIFIC MFG,N/A,2
87-13402,"CATERPILLAR 299D 86"" IND BKT",N/A,18
87-13404,"2021 CATERPILLAR 308 48"" TILT BKT",N/A,7
87-13409,"2018 CATERPILLAR 352 80"" GP",N/A,6
87-13512,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,1
87-13548,"2021 MCELROY 2"" LC FUSION",N/A,1
87-13573,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,3
87-13575,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,7
87-13577,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,1
87-13580,"2022 JOHN DEEERE 48"" 8800# ADJ FORKS",N/A,1
87-13581,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,44
87-13583,"2022 CATERPILLAR 86"" GP BKT",N/A,3
87-13584,"2022/Caterpillar/299D 86"" GP Bkt",N/A,1
87-13585,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,18
87-13587,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,15
87-13589,JOHN DEERE VR84C,N/A,4
87-13598,2022 CENTRAL FAB 374 BUCKET,N/A,8
87-13600,2020 ARTIC LD12 SEC SNO-PUSHR SNOW PUSHR,N/A,4
87-13602,2020 ARTIC HD12 SEC SNO-PUSHER SNOW PUSHR,N/A,1
87-13604,2020 ARTIC LD12 SEC SNO-PUSHR SNOW PUSHR,N/A,4
87-13605,2020 ARTIC LD10.5 SEC SNO-PUSHER SNOW PUSHER,N/A,2
87-13610,2022 CATERPILLAR D3 MS RIPPER,N/A,6
87-13613,"2022 CATERPILLAR 336 72"" BKT",N/A,8
87-13615,"2022 CATERPILLAR 326 54"" GP BKT",N/A,1
87-13616,"2022 CATERPILLAR 326 24"" GP BKT",N/A,5
87-13617,CATERPILLAR 326 ATTACHMENT,N/A,4
87-13619,"2022 CATERPILLAR 326 54"" GP BKT",N/A,6
87-13620,"2022 CATERPILLAR 326 24"" GP BKT",N/A,5
87-13627,2021 CATERPILLAR GB124,N/A,13
87-13634,2021/Sweepster/6-BROOM,N/A,1
87-13637,2021 SWEEPSTER 6-BROOM,N/A,3
87-13638,2021 JOHN DEERE BR84C,N/A,2
87-13671,"2021 JOHN DEERE 333GX 84"" HD BKT",N/A,13
87-13672,"2021 JOHN DEERE 333GX 90"" HD BKT",N/A,8
87-13724,"2022 JOHN DEERE 50G 42"" DITCHING BKT",N/A,2
87-13725,"2022 JOHN DEERE 50G 24"" HD BKT",N/A,12
87-13726,"2022 JOHN DEERE 50G 36"" HD BKT",N/A,16
87-13727,"2022 JOHN DEERE 50G 42"" DITCHING BKT",N/A,13
87-13729,2022 JOHN DEERE JD 624P 3.75CY CP BK,N/A,13
87-13730,"2022 JRB JD 624P 72"" ADJ FORK",N/A,10
87-13739,"2022 CATERPILLAR 299D3 86"" GP BKT",N/A,15
87-13741,2022 JOHN DEERE JD 624P 3.75CY GP BK,N/A,12
87-13742,"2022 JRB JD 624P 72"" ADJ FORKS",N/A,11
87-13744,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,20
87-13748,"2022 CATERPILLAR 279D 86"" GP BKT",N/A,24
87-13767,CAT 963 BUCKET,N/A,1
87-13771,2022 CATERPILLAR CV119,N/A,4
87-13788,"2022 IM STEEL, INC 8X30X1",N/A,1
87-13800,"2022 I M STEEL, INC 8X30X1",N/A,1
87-13808,"2022 JOHDEERE 48"" ADJ FORKS",N/A,18
87-13810,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,23
87-13811,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,2
87-13812,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,12
87-13813,"2022 JOHN DEERE 48"" 8800 ADJ FRKS",N/A,14
87-13814,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,3
87-13815,"2022 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,8
87-13816,"2022 JOHN DEEERE 48"" 8800# ADJ FORKS",N/A,41
87-13838,"2022 CATERPILLAR 352 80"" 5.0CY BKT VG",N/A,7
87-13889,D8T ROOT RAKE,N/A,1
87-13904,BKT,N/A,1
87-13914,"2022 CATERPILLAR 336"" GP BKT",N/A,5
87-13917,2022 CATERPILLAR GB120,N/A,8
87-13921,"2022 CATERPILLAR 305 24"" 4.6FT3 GP",N/A,20
87-13922,"2022 CATERPILLAR 305 36"" 7.8FT GP",N/A,19
87-13923,"2022 CATERPILLAR 305 51"" 7.8FT3 DITCH",N/A,30
87-13924,"2022 CATERPILLAR 305 24"" 4.6FT3 GP",N/A,2
87-13925,CATERPILLAR 305 ATTACHMENT,N/A,21
87-13926,CATERPILLAR 305 ATTACHMENT,N/A,23
87-13927,CATERPILLAR 305 ATTACHMENT,N/A,16
87-13935,ACCURATE LASER SYSTEM STONE BOX 8CY,N/A,1
87-13936,ACCURATE LASER SYST STONE BOX 7 CY,N/A,1
87-13945,"2022 MACHOLL METALS 96"" LANDSCAPE RAKE",N/A,1
87-13946,"2022 MACHOLL METALS 96"" LANDSCAPE RAKE",N/A,1
87-13984,"2022 MACHOLL METALS 305 10"" GRADE BEAM",N/A,4
87-13985,2022 MACHOLL METALS 305 8' GRADE BEAM,N/A,1
87-14114,JOHN DEERE 333 ATTACHMENT,N/A,6
87-14179,"2022 CATERPILLAR 299D 86"" GP BKT",N/A,16
87-14180,2022 CATERPILLAR BA118C SWEEPER,N/A,5
87-14181,2022 CATERPILLAR BA118C SWEEPER,N/A,7
87-14226,2022/Diamond Attachments/82J,N/A,1
87-14318,374 PARTS,N/A,2
87-14347,2022 RYAN CTL FABRIC ROLLER,N/A,1
87-14393,"2022 CATERPILLAR 326 24"" GP BKT",N/A,1
87-14405,2021 TERAN BKT32072MUD,N/A,1
87-14412,"2023 JOHN DEERE 333G 90"" GP BKT",N/A,24
87-14414,"2023 JOHN DEERE 333G 90"" GP BKT",N/A,4
87-14416,"2023 CATERPILLAR 299D 86"" GP BKT",N/A,9
87-14418,"2023 CATERPILLAR 299 86"" 86 BKT",N/A,18
87-14420,"2023 CATERPILLAR 299D 86"" BKT",N/A,6
87-14422,"2023 TAKEUCHI TL 12 84"" GP BKT",N/A,1
87-14425,"2022 JOHN DEERE 35G 12"" GP BKT",N/A,14
87-14426,"2022 JOHN DEERE 35G 24"" GP BKT",N/A,14
87-14427,"2022 JOHN DEERE 35G 36"" GP BKT",N/A,14
87-14428,"2022 JOHN DEERE 35G 42"" GP BKT",N/A,13
87-14459,"2023 CATERPILLAR 299D 86"" GP BKT",N/A,1
87-14465,2023 CATERPILLAR CVP 16,N/A,5
87-14467,"2023 CATERPILLAR 279D 80"" GP BKT",N/A,22
87-14469,"2023 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,8
87-14471,"2023 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,16
87-14472,"2023 JOHN DEERE 48"" 8800# ADJ FORKS",N/A,4
87-14473,"2023 JOHN DEERE 48"" 800# ADJ FORKS",N/A,4
87-14474,"2023 JOHN DEERE 48"" 8800 ADJ FORKS",N/A,7
87-14476,2023 JOHN DEERE JD 624P 3.75CY GP BKT,N/A,19
87-14477,"2023 JRB JD 624P 72"" ADJ FORK",N/A,12
87-14479,2023 JOHN DEERE JD 624P 3.75CY GP BK,N/A,5
87-14480,"2023 JOHN DEERE JD 624P 72"" ADJ FORKS",N/A,4
87-14504,"2023 Caterpillar 308 24"" HD Bkt",N/A,1
87-14505,"2023 Caterpillar 308 36"" HD Bkt",N/A,1
87-14506,"2023 Caterpillar 308 48"" Ditch Bkt",N/A,1
87-14517,CATERPILLAR 317 ATTACHMENT,N/A,23
87-14518,"2023 CATERPILLAR 317 30"" .76CY GP BKT",N/A,2
87-14524,2022 ASHLAMD 3250SS,N/A,3
87-14549,"2023 CATERPILLAR 963D 72"" ADJ FORKS",N/A,3
87-14550,2023/Caterpillar/938 3.5CY Bkt,N/A,1
87-14553,"CATERPILLAR 963D 100"" GP BKT",N/A,3
87-14631,CATERPILLAR 938M BOOM,N/A,2
87-14638,2023 MOBILE TRACK SOLUTION 336 72,N/A,13
87-14718,2023 JOHN DEERE FC15M ROTARY CUTTER,N/A,3
87-14739,"2023 TAKEUCHI TL 12 84"" GP BKT",N/A,11
87-14741,"2023 TAKEUCHI TL 12 84"" GP BKT",N/A,9
87-14750,"2023 CATERPILLAR 326 36"" GP BKT (CB)",N/A,1
87-14751,"2023 CATERPILLAR 326 42"" BKT CB",N/A,1
87-14752,"2024 CATERPILLAR 326 72"" 2.0 CY DTC C",N/A,7
87-14772,"2023 JOHN DEERE 48"" 8800 ADJ FORKS",N/A,11
87-14774,"2023 JOHN DEERE 48"" 8800 ADJ FORKS",N/A,7
87-14783,BUCKET,N/A,1
87-14910,2017 MAGNUM MLT6SM,N/A,1
87-1492,"2024/Caterpillar/326 54"" GP Bkt (",N/A,1
87-14921,"2024 CATERPILLAR 326 54"" GO BKT (CB)",N/A,6
87-14922,"2024 CATERPILLAR 326 24"" GP BKT (CB)",N/A,3
87-14924,"2024 CATERPILLAR 326 72"" TILT BKT",N/A,2
87-14926,"2024 CATERPILLAR 326 54"" GP BKT",N/A,2
87-14931,"2024 CATERPILLAR 299D 86"" BKT",N/A,1
87-14935,"2024 Caterpillar 299D 86"" GP Bkt",N/A,1
87-14941,"2023 JOHN DEERE 50G 12"" BKT",N/A,2
87-14978,2023 UNITED RENTALS BH-8,N/A,1
87-14992,2023 JOHN DEERE BA84C,N/A,1
87-15012,2018 CATERPILLAR 317/318 79 TILT BKT,N/A,1
87-15017,"Caterpillar/318 36"" HD Bkt (B)",N/A,1
87-15018,"Caterpillar/318 24"" HD Bkt (B)",N/A,1
87-15019,"CATERPILLAR 336 60"" BUCKET",N/A,2
87-15021,"2023 CATERPILLAR 316 48"" HD BKT (316)",N/A,1
87-15025,2024 CATERPILLAR GB124,N/A,2
87-15027,"2024 CATERPILLAR 308 24"" 8.1FT3 HD",N/A,30
87-15028,"2024 CATERPILLAR 308 36"" 813.8FT3 HD",N/A,31
87-15029,"2024 CATERPILLAR 308 48"" 11.6FT3 DTCH",N/A,35
87-15104,"2024/Caterpillar/305 12"" GP Bkt",N/A,3
87-15110,"CATERPILLAR 316F 44"" GP BKT",N/A,2
87-15126,"2024 CATERPILLAR 299 86"" GP BKT",N/A,7
87-15128,"2024 CATERPILLAR 299 86"" BP BKT",N/A,1
87-15130,"2024 CATERPILLAR 299 86"" GP BKT",N/A,12
87-15132,CATERPILLAR 938M 3.8 CY GP BKT,N/A,11
87-15133,"CATERPILLAR 938M 72"" ADJ FORKS",N/A,12
87-15136,"CATERPILLAR 938M 73"" ADJ FORKS",N/A,6
87-15150,CATERPILLAR 352 BKT,N/A,4
87-15154,NO DESCRIPTION ON RYAN REPORT,N/A,2
87-15190,"2024 CATERPILLAR 325 48"" 1.56CY BKT B",N/A,1
87-15194,"2024 CATERPILLAR 963 103"" 3.0CY BKT",N/A,1
87-15195,"2024 CATERPILLAR 963 72"" ADJ FORKS",N/A,1
87-15222,2024 JOHN DEERE TR48B,N/A,2
87-15279,2020 CATERPILLAR 938M 3.8CY GP BKT,N/A,13
87-15354,"2024 CASE 84"" BUCKET",N/A,1
87-15384,"2024 JOHN DEERE JD 84"" GP BKT",N/A,3
87-15386,"2024 JOHN DEERE JD 84"" GP BKT",N/A,5
87-15388,"2024 JOHN DEERE JD 84"" GP BKT",N/A,1
87-15390,"2024 JOHN DEERE JD 84"" GP BKT",N/A,10
87-15404,"2024 JOHN DEERE 299D 86"" GP BKT",N/A,2
87-15438,2016 CATERPILLAR GP30LP,6453.6,1
87-15512,RYAN INC. CENTRAL 20' STORAGE CNTNR,N/A,1
87-15531,"CATERPILLAR 349 30"" BKT (TB)",N/A,3
87-15533,"CATERPILLAR 349 48"" GP BKT (TB)",N/A,2
87-15547,2025 CAT D6 RIPPER,N/A,1
87-15562,2025 CATERPILLAR 275 BKT,N/A,11
87-15564,"2025/Caterpillar/275 86"" HD BOC",N/A,2
87-15568,"CATERPILLAR 336 60"" GP BKT (DB)",N/A,7
87-15573,"2023 CATERPILLAR 963 103"" 3.0CY BKT",N/A,6
87-15574,"2023 CATERPILLAR 963 72"" ADJ FORKS",N/A,7
87-15588,CATERPILLAR 326 BKT,N/A,1
87-15612,RIPPER,N/A,1
87-15621,"2025 CATERPILLAR 963 102"" 3.0CY BKT",N/A,1
87-15622,FRKS,N/A,1
87-15641,2024 CATERPILLAR 299D 86: GP BKT,N/A,14
87-15643,"2024 CATERPILLAR 299D 86"" BKT",N/A,5
87-15661,2025 CATERPILLAR CVP110 (CB),N/A,2
87-15664,2022 JOHN DEERE JD 624P 106 GP BKT,N/A,3
87-15665,"2022 JOHN DEERE JD 627 P 72"" ADJ FORKS",N/A,3
87-15676,2022 LEE JENSEN 12 YARD STONE SAVER,N/A,4
87-15677,2020 LEE JENSEN 12 YARD STONE SAVER,N/A,8
87-15678,2019 LEE JENSEN 12 ARD STONE BOX,N/A,1
87-15679,2018 LEE JENSEN 12 YARD STONE SAVER,N/A,1
87-15722,"2025 CATERPILLAR 349/352 30""BKT (TB)",N/A,6
87-15723,"CAT 352 30"" BUCKET",N/A,2
87-15724,"2025 CATERPILLAR 349/352 60"" BKT",N/A,3
87-15725,"2025 CATERPILLAR 349/352 42"" BKT (TB)",N/A,6
87-15726,"2025 CATERPILLAR 349/352 42"" BKT (TB)",N/A,3
87-15727,"CAT 352 42"" BUCKET",N/A,2
87-15729,"2025 CATERPILLAR 349/352 60"" BKT (TB)",N/A,7
87-15730,"CAT 352 60"" BUCKET",N/A,2
87-15731,"2025 CATERPILLAR 349/352 60"" BKT",N/A,2
87-15732,RIPPER,N/A,1
87-15740,"2024 CATERPILLAR 60"" 336 BKT",N/A,2
87-15743,"2024 JBR JD 624P 72"" ADJ FORKS",N/A,3
87-15744,2024 JOHN DEERE JD 624P 3.75CY GP BKT,N/A,3
87-15749,2025 CENTRAL FAB SK120-30,N/A,1
87-15755,"2025/Caterpillar/336/340 60"" Bkt",N/A,1
87-15773,CAT 299 SKID STEER,2815.8,2
87-15775,2025 DLK 336/340 FROST TOOTH,N/A,1
87-15778,CATERPILLAR 963 ADJ FORKS,N/A,2
87-15832,2025 TERAN INDUSTRIES LRBCAT349DL,N/A,2
87-15833,2025 TERAN INDUSTRIES BKT32080MUD,N/A,2
87-15946,"WEIR 365 60"" BKT",N/A,1
87-15986,"2023 CATERPILLAR 317 48"" 1.2 CY GP BKT",N/A,6
87-16026,GRADER,N/A,1
87-16043,RIPPER,N/A,1
87-16085,STONE BOX,N/A,2
87-16096,"2025 CATERPILLAR 275 86"" HD BOCE BKT",N/A,6
87-16098,"2025 CATERPILLAR 275 86"" HD BOCE BKT",N/A,1
87-16313,CAT 275 BUCKET,N/A,1
87-16315,CAT 275 BUCKET,N/A,1
87-16388,CAT 305 W/ 4 BKTS,4 hours,1
